,S1D0,S1D1,S1D3,S1D7,S1D14,S1D28,S2D0,S2D1,S2D2,S2D3,S2D14,S2D28,S3D0,S3D1,S3D2,S3D3,S3D7,S3D14,S3D28,S4D0,S4D1,S4D2,S4D3,S4D7,S4D14,S4D28,S5D0,S5D1,S5D2,S5D3,S5D7,S5D14,S5D28,S6D0,S6D1,S6D2,S6D3,S6D7,S6D14,S6D28,S7D0,S7D1,S7D2,S7D3,S7D7,S7D14,S7D28,S8D0,S8D1,S8D2,S8D3,S8D7,S8D14,S9D0,S9D1,S9D2,S9D3,S9D7,S9D14,S9D28,S10D0,S10D1,S10D2,S10D3,S10D28,S11D0,S11D1,S11D2,S11D3,S11D7,S11D14,S11D28,S12D0,S12D3,S12D7,S13D0,S13D1,S13D2,S13D3,S13D7,S13D14,S13D28,S14D0,S14D1,S14D2,S14D3,S14D7,S14D14,S14D28,S15D0,S15D2,S15D3,S15D7,S15D14,S15D28,S16D0,S16D1,S16D2,S16D3,S16D7,S16D14,S16D28,S17D0,S17D1,S17D2,S17D3,S17D7,S17D14,S17D28,S19D0,S19D1,S19D2,S19D3,S19D7,S19D14,S19D28,S20D0,S20D1,S20D2,S20D3,S20D7,S20D14,S20D28,S21D0,S21D1,S21D2,S21D3,S21D7,S21D14,S21D28,S22D0,S22D1,S22D2,S22D3,S22D7,S22D14,S22D28,S23D0,S23D1,S23D2,S23D3,S23D7,S23D14,S23D28,S24D0,S24D1,S24D2,S24D3,S24D7,S24D14,S24D28,S25D0,S25D1,S25D2,S25D3,S25D7,S25D14,S25D28,S26D0,S26D1,S26D2,S26D3,S26D7,S26D14,S26D28,S27D0,S27D1,S27D2,S27D3,S27D7,S27D14,S27D28,S29D0,S29D1,S29D2,S29D3,S29D7,S29D14,S29D28,S30D0,S30D1,S30D2,S30D3,S30D7,S30D14,S30D28,S31D0,S31D1,S31D2,S31D3,S31D7,S31D14,S31D28,S33D0,S33D1,S33D3,S33D7
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;__,0.030483779705771406,0.011938187195919155,0.807544071318453,0.01379086241632547,0.006789941832831632,0.0065661825157577415,0.00780072688591437,0.007066905156426604,0.035341208630284095,0.03539830760875278,0.013998561061616763,0.022567123370291816,0.012381918774612838,0.002078873448578818,0.04344660436261358,0.0046082448456129296,0.001308431980052584,0.000943826420776907,0.0006479505770111604,0.0005671375308512315,0.00264743029243175,0.0016113570073632896,0.0010633257882823603,0.015199731590024097,0.029685413428490116,0.008647629953004604,0.0405091575551399,0.00616669518017948,0.00699211797609967,0.003555499262663639,0.0046058235275560746,0.00350494586805826,0.013802529027174115,0.00941093003359556,0.009352393078303142,0.6413500549892333,0.6109812988333292,0.008805085016449644,0.025632105106979504,0.014108950666880926,0.0029441168830146498,0.004167166326897709,0.009120561939253615,0.00989856821369166,0.01397350792640417,0.02229515883249326,0.0008644791053560918,0.008217150537177077,0.05025642600497497,0.09537835145319877,0.060842892241834104,0.002969719018892828,0.002607467204843592,0.0038381157473995377,0.005390814732315498,0.03831807392336385,0.12411192366189554,0.01729371490244355,0.028401987829195466,0.015565778694059076,0.005062255272786096,0.006536468712634516,0.005678896671503822,0.010713921828342125,0.012326958755530184,0.0034023870251747436,0.002858365269951663,0.017141559768418663,0.017239748207983116,0.035763131329577647,0.001393276948134775,0.0009562705448749875,0.0009727255388136563,0.0028499202988391003,0.0034671366746932123,0.028649231720839715,0.29594405374364785,0.6483524321240074,0.2274262235820027,0.02352624080705402,0.0025757629587522647,0.0017787234042553192,0.0014921754052188835,0.0006671231193272591,0.0034453276447333893,0.029119793902962644,0.020820492367934446,0.009971057970596437,0.0027165975346147104,0.009776131271458374,0.09427184307847705,0.036127895266868076,0.02775926359591447,0.019703814209207405,0.003354156021822617,0.0018951020952889363,0.008939492953970408,0.6861501231580313,0.4745129019390062,0.010958040354631611,0.008573771063740711,0.009523470459440696,0.0028519963974782347,0.005885138334573496,0.014422963062373197,0.013358266528024687,0.002774618691573709,0.0002832772024802493,0.0012359102322416127,0.00014894017308415903,0.00036972142294523303,0.0007577690079978392,0.0005896607431340872,0.00017665815763207406,0.0016268265158065982,0.0026240961212315532,0.00030760494060858457,0.0004283098009097891,0.0032342746087688,0.02200877856346527,0.00856782533301805,0.0009651676488359137,0.0011562643027485367,0.0001663972615764952,0.0003315597518038429,0.006369176948599487,0.0007214378017552344,9.671881422733758e-05,0.0034567943593350604,0.011423550087873463,0.0011364104253304237,0.10479411009331392,0.058113750472786066,0.03356570714407447,0.0011517029961214708,0.011535670284045839,0.008818735523719654,0.0023179064737662964,0.0017811618915770458,0.008959548889846106,0.022983552979244072,0.002147766323024055,0.019739232228636015,0.008349043899811474,0.004850322091701402,0.007790871015830198,0.4101016709854596,0.16635207950182299,0.019237825653928814,0.004964352164391682,0.005446866266039236,0.012348760040299845,0.023181454836131096,0.006779802708577161,0.0075153876512524245,0.012470265984286024,0.006503484306087361,0.0010816464798944503,0.01543124573913364,0.03155060987907646,0.20307952897081746,0.09678428917925044,0.012458833574378365,0.013186159182420934,0.0036646816307833257,0.018413520759365264,0.1676094570928196,0.017816935043668124,0.044427276585095155,0.05445280312255008,0.007313706337738241,0.0062573065792751875,0.007548306720191517,0.028555827624158554,0.08776048579771702,0.0887131163304041,0.008178461044434633,0.000957548675390999,0.0018123518750871323,0.012088458497379339,0.007072148320143215,0.01382834938334178,0.10800466542831223,0.0030830744032564975,0.000993092685695032,0.000937800983423734,0.0013024602026049203,0.0824472829771292,0.08691151277517704,0.00291360665218957,0.017200706521094872,0.0030913110680675393,0.000959189030916177,0.002207924550922133,0.0029052813478777405,0.027504742196930505,0.0014542297465950404
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella,0.031910128253489246,0.0165141350708361,0.038231449829077016,0.0461558458438942,0.02121856822759885,0.011279802685667306,0.024410513252371244,0.010633278100275433,0.8197956327898728,0.33760227053732544,0.15652451968769707,0.026698565555231653,0.008963301200744123,0.0028955737319490676,0.10336022980022143,0.06316773359127911,0.0054806018787108245,0.0033299044508308855,0.003999419078793025,0.0018484482487003098,0.03716117749927135,0.013145817610704305,0.012244038532399852,0.008428479925170552,0.02912717003437028,0.009804623201889358,0.020085110656406523,0.2776334821220275,0.12851512840071191,0.052970606063347594,0.007087500131444735,0.004780356725601682,0.05756184050137286,0.02600004173361434,0.21410961282481625,0.14548579983919116,0.22040485033327595,0.006334976523322296,0.007070572706156821,0.013659006909850554,0.0019758645391355,0.0030054562897229883,0.0128125904429652,0.012776817455399367,0.002576460246733958,0.0051185871136638925,0.007817098293113596,0.004797590996861151,0.007669747873353192,0.008592497942565079,0.0029618799270458075,0.001979812679261885,0.0020665993945509584,0.0012475862781402224,0.0015236592571967764,0.0035169306786804245,0.002604329437256495,0.0019055970589723268,0.004824928452613416,0.010776308326656284,0.0022076000437713803,0.0019928258270227183,0.0016339682575956672,0.008401846525225133,0.0038889681746824604,0.0062352757929168045,0.006809099432878483,0.008196163015098195,0.0048975730451551866,0.011136800286560944,0.0031692144665319178,0.0040541886642095825,0.00261300781995041,0.09830614906532274,0.004087745864674097,0.006162828413882582,0.008503642170513364,0.08363051368614585,0.06077572145269228,0.005629355819953025,0.0018119160123636622,0.00294468085106383,0.002210284818980471,0.001228911009287056,0.24922331987369953,0.2394589952769429,0.014239875276458432,0.011086431861232104,0.006601624116375533,0.01774671868129812,0.1783450905003177,0.03067566717019134,0.012150307135265614,0.02699531500121525,0.0076560465461258265,0.0039948396280973355,0.00762412238810972,0.012151592411736745,0.02269865231640451,0.0021400183430143687,0.001264696647245578,0.0018423910141160973,0.003863230577193509,0.01815148030395274,0.03128527784137109,0.030540368295709924,0.004355506085609892,0.002297692864562022,0.006766217410689841,0.0019519001630502947,0.6666880997926345,0.0850051768377774,0.06060581583198708,0.0018019132078471553,0.0018613240315985403,0.006286018039606133,0.0024371776063603235,0.18078365924263012,0.3547912224977882,0.34776676775788007,0.020170253014897138,0.006348135186245969,0.007074089241121255,0.0062834775442933664,0.01674376746609407,0.13445081536446282,0.09402475086612176,0.0016764594466071845,0.03734710332641403,0.011476274165202109,0.0015399184749042697,0.033644379762006675,0.18302568248058795,0.12565228329586678,0.016411767694730958,0.011797269244400938,0.005704726773612422,0.0027228938502236047,0.003089598352214212,0.013517641069820261,0.07921886813928342,0.0016784396079928725,0.0023816251564202965,0.013834275967322021,0.007095490716180371,0.008802441967771704,0.22159281674256837,0.29793824411963993,0.00821233247715399,0.004495085044374557,0.005821896402389478,0.012034495188974849,0.014846549726510927,0.004430697207824778,0.004257320155513943,0.00784797808693145,0.003438623885977225,0.0019968858090359085,0.0032336520922005415,0.008391865940599269,0.012442450288762152,0.005042206747863582,0.0055934064019237135,0.00791355533444303,0.004921979317940371,0.004293167161799869,0.00712784588441331,0.0012878684497816594,0.002078278184607684,0.13434304682157094,0.02282909660388934,0.022116177006075242,0.0064246105741435884,0.015502222525573974,0.016060525617202018,0.013988411274341759,0.02473608156384217,0.005486495113051129,0.0016822343045680562,0.0035050823694356818,0.004528656380442585,0.013794559891873627,0.017650870447967516,0.0264229110966592,0.002323127532608021,0.0019347425694057215,0.004042450554751568,0.059460520212652086,0.1183066592156252,0.008642608496382544,0.004587645364344394,0.003844573575159946,0.0029381474525958682,0.005205107199232721,0.019040933146128092,0.01739955164683566,0.002930164414781052
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Buchnera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.015883631499749e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Morganella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011387725783563131,0.0006661751774246556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005041547755160835,0.0,0.0,0.0,0.0,0.0013825460254031682,0.0,0.0,0.0,0.0,0.00011397310234784591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046371833404894807,0.001450273739168268,0.0,0.0,0.0,0.0,0.00012588116817724068,0.0,0.0,0.0,0.0,0.0006618743611655691,0.019117583509787824,0.046375020532033885,0.0006783093855090187,0.0004535463838397935,0.0006853338554924614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.575861289341763e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.594808526438373e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.87342940299567e-05,6.0262226775368246e-05,0.0026215597070306197,3.4946095647463786e-05,0.0,0.0,7.394467089999907e-05,9.879736660110114e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013344231122083036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005863079841351957,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014891641409274864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010227844914400806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.526563111865292e-05,6.236990028612192e-05,0.0,0.0,0.0,0.0,9.473135765824084e-05,0.0002588458612115555,4.7567327588257214e-05,0.0,0.0,0.0,0.0,4.280455440458865e-05,0.0,0.0,0.0014480971495350846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010772959870724482,0.0001136794240242516,0.00024845602328387877,0.0016270801229349425,0.005154389700900203,0.0,6.586205193222795e-05,8.929288960720058e-05,0.00013864625793749826,0.00011676052416493772,3.343922420999833e-05,3.358832469833486e-05,0.0,0.0,0.0,9.212684023363367e-05,5.26135795648857e-05,7.207791622744187e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5595304114871725e-05,0.00013273161667109106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.586652871184687e-05,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;__,0.0,0.0,0.0,0.0,0.00010184912749247448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027156135435053635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.627765064836003e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015808512418981374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.08987300264984e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Acidibacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.401658309100894e-05,0.0,0.0,0.0,0.0,4.459825888397317e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.147029204431017e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8214613268113725e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Immundisolibacterales;f__Immundisolibacteraceae;__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010800302408467438,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.309915679898055e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6701319045160832e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae1;g__Alcanivorax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.662028820898701e-05,0.0,1.613267512018843e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6756312940900485e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Nitrincolaceae;g__Marinobacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6285451391998958e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
