,S1D0,S1D1,S1D3,S1D7,S1D14,S1D28,S2D0,S2D1,S2D2,S2D3,S2D14,S2D28,S3D0,S3D1,S3D2,S3D3,S3D7,S3D14,S3D28,S4D0,S4D1,S4D2,S4D3,S4D7,S4D14,S4D28,S5D0,S5D1,S5D2,S5D3,S5D7,S5D14,S5D28,S6D0,S6D1,S6D2,S6D3,S6D7,S6D14,S6D28,S7D0,S7D1,S7D2,S7D3,S7D7,S7D14,S7D28,S8D0,S8D1,S8D2,S8D3,S8D7,S8D14,S9D0,S9D1,S9D2,S9D3,S9D7,S9D14,S9D28,S10D0,S10D1,S10D2,S10D3,S10D28,S11D0,S11D1,S11D2,S11D3,S11D7,S11D14,S11D28,S12D0,S12D3,S12D7,S13D0,S13D1,S13D2,S13D3,S13D7,S13D14,S13D28,S14D0,S14D1,S14D2,S14D3,S14D7,S14D14,S14D28,S15D0,S15D2,S15D3,S15D7,S15D14,S15D28,S16D0,S16D1,S16D2,S16D3,S16D7,S16D14,S16D28,S17D0,S17D1,S17D2,S17D3,S17D7,S17D14,S17D28,S19D0,S19D1,S19D2,S19D3,S19D7,S19D14,S19D28,S20D0,S20D1,S20D2,S20D3,S20D7,S20D14,S20D28,S21D0,S21D1,S21D2,S21D3,S21D7,S21D14,S21D28,S22D0,S22D1,S22D2,S22D3,S22D7,S22D14,S22D28,S23D0,S23D1,S23D2,S23D3,S23D7,S23D14,S23D28,S24D0,S24D1,S24D2,S24D3,S24D7,S24D14,S24D28,S25D0,S25D1,S25D2,S25D3,S25D7,S25D14,S25D28,S26D0,S26D1,S26D2,S26D3,S26D7,S26D14,S26D28,S27D0,S27D1,S27D2,S27D3,S27D7,S27D14,S27D28,S29D0,S29D1,S29D2,S29D3,S29D7,S29D14,S29D28,S30D0,S30D1,S30D2,S30D3,S30D7,S30D14,S30D28,S31D0,S31D1,S31D2,S31D3,S31D7,S31D14,S31D28,S33D0,S33D1,S33D3,S33D7
Unassigned;__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.141081161374361e-05,0.0,0.0,0.00012168766184459026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Fusobacteriota,0.0028055450773293096,0.000857320444949311,8.378577652657684e-05,0.0003899395593682979,0.013738315641762668,0.0011181145519320362,2.2161155925893094e-05,9.876109690658298e-05,6.508509876663738e-05,5.255873438567599e-05,0.0,4.020868306510791e-05,0.00010871928680147858,9.899397374184847e-05,4.986983971833514e-05,0.0,0.0013331193759026328,7.423353871279043e-05,0.0,0.0,0.0001457301078402798,0.0,0.0,0.0,7.66216423301736e-05,0.00014313318542904174,0.00023851068904482745,6.998771326811515e-05,0.022056953979150775,0.0005880596744863524,0.0001367025247904771,0.00010709556819066905,0.0014528977923341172,0.00010433403584917472,0.00011574743908791018,9.241887932866925e-05,7.378803158127752e-05,0.0001490582711369952,0.0,0.0,0.0,2.2484710396930087e-05,0.0003285279600760308,0.000872443821140863,0.00018944560637749688,0.0,0.0,0.0,0.0,2.7071512106380212e-05,0.00030146360580618904,1.6921475891127225e-05,0.0,0.0,1.5468621900474885e-05,4.844257133168629e-05,0.0017396920640873389,0.0005059107236209717,0.00015497628862783995,0.00011703593003051937,9.515517430049052e-05,0.0002092467118373854,0.0001428293931464744,0.00391877170019829,5.3517910660767806e-05,2.433753236891805e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026401345714307264,0.0009203757020814651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5321054349008375e-05,0.0,0.0,0.0,0.0,1.5735146022155086e-05,0.0,0.0,0.0,0.0,4.1890782352251214e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00013529053642697694,0.00012630947399998421,0.00013416965753194915,4.839451206233213e-05,0.0007711434956406786,0.0004693329995854225,1.567791295622727e-05,0.0,0.0,0.0,0.0,0.00024182556316044027,0.0001350017297096619,0.004456327985739751,0.0031827848998641226,0.0038361687624185992,0.0020971878971208493,0.08039725703475999,0.029488618083946046,0.002232232473361758,0.00010300782859497322,9.473135765824084e-05,0.00017256390747437034,0.00017441353449027645,0.00014507822134100635,6.862122797687465e-05,0.00011423550087873463,0.0,0.0,0.0,0.0,0.0,0.0009535704038750401,0.001578450716307798,8.616752690581027e-05,9.285678107747632e-05,6.265418804088186e-05,9.756018243754116e-05,0.0002625047728140512,0.0,0.0008438818565400844,0.0006347101174687381,0.0004791651877617662,0.00035296447111287114,0.00539637982770303,0.04479215809613671,0.000683318788796865,0.0009375753408756061,0.0007117174574124911,0.001320292080941988,0.006085938806219696,0.0014275037996792316,0.00543321559864485,0.0003239283370848111,0.0006180837027968287,5.52761041401802e-05,5.26135795648857e-05,0.0009640421295420349,0.0012518582270557859,9.583718134137204e-05,0.00017668337409449772,0.0,9.057314687341498e-05,0.00012259194395796848,0.0007334879912663755,0.000282906978009423,0.000400326933662491,0.0006054392663690597,0.00718679928706951,0.000187282691007988,0.0002474212731104267,0.020374303159012477,0.004933151614980058,0.0002207682735921005,2.587969392948646e-05,6.505878525953808e-05,0.00021193521303564588,0.0003279066263725551,0.0,0.0004924618774029115,0.0001926921502035311,0.0,5.9140602558253496e-05,6.753497346840328e-05,4.459985014450351e-05,0.0,0.0,0.0,7.826103969791239e-05,8.077381312978332e-05,7.992487062161568e-05,0.0004428123987471649,0.006940851871012244,0.0005968853437516957
d__Bacteria;p__Gemmatimonadota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.501381924250745e-05,0.0,0.0,1.713952717757693e-05,0.0,1.7839303553589267e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6549578399490274e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5111743122487316e-05,0.0,3.4349506225848e-05,1.812842173960335e-05,0.0,0.0,2.806544862619629e-05,0.0,3.147029204431017e-05,0.0,0.0,1.6482339173575513e-05,0.0,1.6756312940900485e-05,0.0,1.564345438759787e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.757469244288225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.065007601564215e-05,0.0,0.0,2.6932399676811204e-05,0.0,2.662028820898701e-05,2.582666861801496e-05,0.0,0.0,0.0,0.0,0.0,2.6944736345754856e-05,0.0,7.557373057125343e-05,0.0,3.3223419188185753e-05,0.0,0.0,2.630678978244285e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55867903930131e-05,2.1762075231494075e-05,0.0,3.2290094206349845e-05,0.0,0.0,5.119060822974345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9565259924478096e-05,0.0,0.0,0.0003672102818878929,0.0,3.255738238645613e-05
d__Bacteria;p__Hydrogenedentes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9107306634056862e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__MBNT15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6758955330383903e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.662028820898701e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Myxococcota,0.0,0.0,1.675715530531537e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.574394055088048e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.601105539400596e-05,0.0,0.0,0.0,0.0,4.459825888397317e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.309915679898055e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4349506225848e-05,1.812842173960335e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7794385871257618e-05,4.1890782352251214e-05,0.0,1.564345438759787e-05,1.9107306634056862e-05,1.7444091686145903e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.662028820898701e-05,0.0,0.0,1.7473047823731893e-05,1.646551298305699e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6285451391998958e-05,0.0,0.0,0.0,0.0,0.0,1.8588224359868024e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__NB1-j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.800552769700298e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Patescibacteria,0.0,0.0,0.0,2.5995970624553195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.787371954395509e-05,0.0,0.0,0.0,2.046475457643074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.830373387862882e-05,0.0,0.0,0.0,0.0,2.6451061128402268e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.7174753112924e-05,0.0,0.0,0.0,0.0,0.0,1.5735146022155086e-05,0.0,0.0,0.0,0.0,0.0,1.7285337712285553e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.738691982021925e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Planctomycetota,0.0,0.0,1.675715530531537e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.601105539400596e-05,0.0,0.0,0.0,0.0,4.459825888397317e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6101244626209606e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5143106179337396e-05,0.0,0.0,0.0,1.7285337712285553e-05,1.564345438759787e-05,0.0,1.7444091686145903e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6260030406256858e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.613267512018843e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6080379730328874e-05,0.0,0.0,0.0,0.0,0.0,1.7057860262008733e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014040393131007668,0.0,0.0
d__Bacteria;p__Proteobacteria,0.0642092606563561,0.029352508733952034,0.8462614786513841,0.0604276337167739,0.028913835638141365,0.018284461496300357,0.032621221522914634,0.019115758979029725,0.8556575222102899,0.37363128295870635,0.17299237007363455,0.05038147988058021,0.030127322364765285,0.008327868041033002,0.15544429040205066,0.07304720190416154,0.011072297038746869,0.010116970847428868,0.006658250756873304,0.009882896602426089,0.04504274749829981,0.020580496461133663,0.03821656050955414,0.03241253799932897,0.08270758992097024,0.024320713757484673,0.06291660913119343,0.28481111093830197,0.1481820493262141,0.05848027285968896,0.014637685731411085,0.010621933172365448,0.07873967272861593,0.03741418525551406,0.23036055327275884,0.788878312061588,0.8320830361315394,0.01600247010849313,0.03324499380941174,0.02918206652739836,0.007596451315799831,0.008656613502818085,0.024647419099989833,0.026540230259939335,0.01891424934072929,0.02957840034384402,0.012369408475573867,0.015175358756028887,0.05966127199582348,0.10634231385628276,0.0676182867823282,0.0060240454172412914,0.005570131180625631,0.009408548747248556,0.011384905718749517,0.0460010657365693,0.1324353605433673,0.0244523516416803,0.03686369318827553,0.029294993563023848,0.00893507086681606,0.012046632124352332,0.013957288298273479,0.0453715387448958,0.01988190381047524,0.011214734915597437,0.010723421299372798,0.027668672191319483,0.024087617800094604,0.04922009834250545,0.0063776761710394635,0.010469170236079291,0.008067900057219149,0.10730674481137392,0.012925220730001904,0.045417857870241156,0.3146976919809317,0.7441079042049039,0.29489406350018077,0.03243617881483193,0.012541301026752407,0.010331914893617022,0.011163337250293772,0.009348501606362247,0.25630867426839693,0.2712752254186346,0.04073456364888873,0.025586292439495773,0.018724075480516446,0.03092812438606831,0.28020885941903845,0.07782603222557906,0.04419685479076973,0.051350603853600074,0.01443852911605215,0.010872369767338404,0.025787965616045846,0.7183267793094508,0.5446894383217702,0.016174335065729135,0.03930153856888672,0.01734695693967282,0.011471187726145143,0.027185881680909754,0.050823774600743644,0.05199912789722604,0.010259636557214413,0.005767838594945076,0.011279636423369654,0.007008027091433588,0.6677570769502805,0.09217772309169756,0.07041195476575121,0.006156536793477781,0.026952558221336343,0.0112304563902225,0.0051504109286514286,0.18488952560997224,0.3584243426300599,0.3702277280984197,0.040395680617955385,0.019577994177606542,0.025742939962582003,0.006822287724636303,0.017438464088921166,0.1413298402215093,0.09499988108168103,0.002885444624448904,0.043480125576847196,0.026414762741652022,0.009107753118952526,0.18033558770653196,0.24334205978982343,0.16790157521850982,0.019223277949968667,0.03421883174967511,0.028017500214463413,0.021921018844838134,0.03163883777076193,0.0331440654736265,0.10935683449728051,0.010237686139747995,0.0292657328543172,0.02859323099021456,0.037589996210685865,0.02087917938524881,0.6359386702709218,0.4778095053721808,0.05628942356415229,0.024245467867551412,0.018055022278575958,0.03617743023782455,0.04460252023100621,0.018073900685504095,0.01496359865310818,0.025318964895840842,0.015531948470476838,0.004088861418502098,0.022672415381497245,0.04397618358631696,0.2311358578623492,0.11739648262612037,0.024316506647615397,0.026865171987315993,0.047065818071948616,0.03445402507064706,0.17933450087565675,0.02985978438864629,0.052642459984984166,0.19414188253740555,0.03784399040984202,0.029446712278886143,0.02904510255763014,0.06685493434804494,0.12257764799575259,0.1487387018286106,0.03545337775458596,0.010886724579670638,0.013021051164087551,0.04315326991579651,0.03373893315135992,0.07901672579827673,0.14487018877705302,0.034724731234594665,0.013309215368109311,0.007341883374731755,0.006975397973950796,0.1597388232775538,0.2206454922725982,0.015244601097785877,0.022689284825207157,0.00904893271507112,0.005502716019466489,0.017903171019241913,0.041321957014796414,0.050732884980168994,0.008996689999457377
d__Bacteria;p__RCP2-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.02768659911517e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.907304978065993e-05,0.0,6.61983135979611e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.871029908413086e-05,0.0,6.294058408862034e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__SAR324_clade(Marine_group_B),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.800552769700298e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.907304978065993e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7800879363440554e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Spirochaetota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6758955330383903e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7021276595744682e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7285337712285553e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010648115283594804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
